UTC Timestamp,EEG Signal A3 (uV),EEG Signal A4 (uV)
2025-01-20 10:05:34.951187,446,1
2025-01-20 10:05:34.961187,348,0
2025-01-20 10:05:34.971187,547,1
2025-01-20 10:05:34.981187,406,0
2025-01-20 10:05:34.991187,494,1
2025-01-20 10:05:35.001187,369,0
2025-01-20 10:05:35.011187,451,1
2025-01-20 10:05:35.021187,317,0
2025-01-20 10:05:35.031187,438,0
2025-01-20 10:05:35.041187,316,0
2025-01-20 10:05:35.051187,446,1
2025-01-20 10:05:35.061187,548,1
2025-01-20 10:05:35.071187,689,2
2025-01-20 10:05:35.081187,625,2
2025-01-20 10:05:35.091187,777,3
2025-01-20 10:05:35.101187,640,2
2025-01-20 10:05:35.111187,747,3
2025-01-20 10:05:35.121187,635,2
2025-01-20 10:05:35.131187,663,2
2025-01-20 10:05:35.141187,472,1
2025-01-20 10:05:35.151187,617,2
2025-01-20 10:05:35.161187,592,2
2025-01-20 10:05:35.171187,671,2
2025-01-20 10:05:35.181187,556,1
2025-01-20 10:05:35.191187,640,2
2025-01-20 10:05:35.201187,519,1
2025-01-20 10:05:35.211187,479,1
2025-01-20 10:05:35.221187,296,0
2025-01-20 10:05:35.231187,350,0
2025-01-20 10:05:35.241187,283,0
2025-01-20 10:05:35.251187,353,0
2025-01-20 10:05:35.261187,234,0
2025-01-20 10:05:35.271187,381,0
2025-01-20 10:05:35.281187,323,0
2025-01-20 10:05:35.291187,381,0
2025-01-20 10:05:35.301187,282,0
2025-01-20 10:05:35.311187,438,1
2025-01-20 10:05:35.321187,380,0
2025-01-20 10:05:35.331187,428,0
2025-01-20 10:05:35.341187,342,0
2025-01-20 10:05:35.351187,471,1
2025-01-20 10:05:35.361187,347,0
2025-01-20 10:05:35.371187,431,0
2025-01-20 10:05:35.381187,307,0
2025-01-20 10:05:35.391187,416,0
2025-01-20 10:05:35.401187,341,0
2025-01-20 10:05:35.411187,462,1
2025-01-20 10:05:35.421187,206,0
2025-01-20 10:05:35.431187,312,0
2025-01-20 10:05:35.441187,228,0
2025-01-20 10:05:35.451187,346,0
2025-01-20 10:05:35.461187,259,0
2025-01-20 10:05:35.471187,467,1
2025-01-20 10:05:35.481187,452,1
2025-01-20 10:05:35.491187,678,2
2025-01-20 10:05:35.501187,492,1
2025-01-20 10:05:35.511187,560,1
2025-01-20 10:05:35.521187,348,0
2025-01-20 10:05:35.531187,460,1
2025-01-20 10:05:35.541187,345,0
2025-01-20 10:05:35.551187,438,1
2025-01-20 10:05:35.561187,433,1
2025-01-20 10:05:35.571187,632,2
2025-01-20 10:05:35.581187,524,1
2025-01-20 10:05:35.591187,634,2
2025-01-20 10:05:35.601187,571,1
2025-01-20 10:05:35.611187,682,2
2025-01-20 10:05:35.621187,598,2
2025-01-20 10:05:35.631187,662,2
2025-01-20 10:05:35.641187,564,1
2025-01-20 10:05:35.651187,653,2
2025-01-20 10:05:35.661187,417,0
2025-01-20 10:05:35.671187,503,1
2025-01-20 10:05:35.681187,438,1
2025-01-20 10:05:35.691187,629,2
2025-01-20 10:05:35.701187,454,1
2025-01-20 10:05:35.711187,609,2
2025-01-20 10:05:35.721187,552,1
2025-01-20 10:05:35.731187,627,2
2025-01-20 10:05:35.741187,519,1
2025-01-20 10:05:35.751187,399,0
2025-01-20 10:05:35.761187,44,0
2025-01-20 10:05:35.771187,112,0
2025-01-20 10:05:35.781187,90,0
2025-01-20 10:05:35.791187,342,0
2025-01-20 10:05:35.801187,410,0
2025-01-20 10:05:35.811187,525,1
2025-01-20 10:05:35.821187,474,1
2025-01-20 10:05:35.831187,574,1
2025-01-20 10:05:35.841187,443,1
2025-01-20 10:05:35.851187,595,2
2025-01-20 10:05:35.861187,527,1
2025-01-20 10:05:35.871187,636,2
2025-01-20 10:05:35.881187,476,1
2025-01-20 10:05:35.891187,713,3
2025-01-20 10:05:35.901187,620,2
2025-01-20 10:05:35.911187,814,3
2025-01-20 10:05:35.921187,907,4
2025-01-20 10:05:35.931187,956,5
2025-01-20 10:05:35.941187,759,3
2025-01-20 10:05:35.951187,846,3
2025-01-20 10:05:35.961187,667,2
2025-01-20 10:05:35.971187,763,3
2025-01-20 10:05:35.981187,609,2
2025-01-20 10:05:35.991187,661,2
2025-01-20 10:05:36.001187,590,1
2025-01-20 10:05:36.011187,693,2
2025-01-20 10:05:36.021187,617,2
2025-01-20 10:05:36.031187,788,3
2025-01-20 10:05:36.041187,803,3
2025-01-20 10:05:36.051187,764,3
2025-01-20 10:05:36.061187,540,1
2025-01-20 10:05:36.071187,541,1
2025-01-20 10:05:36.081187,444,1
2025-01-20 10:05:36.091187,481,1
2025-01-20 10:05:36.101187,379,0
2025-01-20 10:05:36.111187,558,1
2025-01-20 10:05:36.121187,520,1
2025-01-20 10:05:36.131187,588,1
2025-01-20 10:05:36.141187,551,1
2025-01-20 10:05:36.151187,598,1
2025-01-20 10:05:36.161187,380,0
2025-01-20 10:05:36.171187,327,0
2025-01-20 10:05:36.181187,254,0
2025-01-20 10:05:36.191187,428,1
2025-01-20 10:05:36.201187,350,0
2025-01-20 10:05:36.211187,449,1
2025-01-20 10:05:36.221187,415,0
2025-01-20 10:05:36.231187,542,1
2025-01-20 10:05:36.241187,505,1
2025-01-20 10:05:36.251187,585,1
2025-01-20 10:05:36.261187,499,1
2025-01-20 10:05:36.271187,571,1
2025-01-20 10:05:36.281187,455,1
2025-01-20 10:05:36.291187,631,2
2025-01-20 10:05:36.301187,488,1
2025-01-20 10:05:36.311187,556,1
2025-01-20 10:05:36.321187,467,1
2025-01-20 10:05:36.331187,535,1
2025-01-20 10:05:36.341187,363,0
2025-01-20 10:05:36.351187,434,1
2025-01-20 10:05:36.361187,371,0
2025-01-20 10:05:36.371187,533,1
2025-01-20 10:05:36.381187,461,1
2025-01-20 10:05:36.391187,545,1
2025-01-20 10:05:36.401187,467,1
2025-01-20 10:05:36.411187,548,1
2025-01-20 10:05:36.421187,433,1
2025-01-20 10:05:36.431187,581,1
2025-01-20 10:05:36.441187,408,0
2025-01-20 10:05:36.451187,388,0
2025-01-20 10:05:36.461187,237,0
2025-01-20 10:05:36.471187,416,0
2025-01-20 10:05:36.481187,284,0
2025-01-20 10:05:36.491187,440,1
2025-01-20 10:05:36.501187,375,0
2025-01-20 10:05:36.511187,454,1
2025-01-20 10:05:36.521187,384,0
2025-01-20 10:05:36.531187,449,1
2025-01-20 10:05:36.541187,417,1
2025-01-20 10:05:36.551187,540,1
2025-01-20 10:05:36.561187,353,0
2025-01-20 10:05:36.571187,480,1
2025-01-20 10:05:36.581187,528,1
2025-01-20 10:05:36.591187,616,2
2025-01-20 10:05:36.601187,556,1
2025-01-20 10:05:36.611187,572,1
2025-01-20 10:05:36.621187,381,0
2025-01-20 10:05:36.631187,420,0
2025-01-20 10:05:36.641187,298,0
2025-01-20 10:05:36.651187,526,1
2025-01-20 10:05:36.661187,580,1
2025-01-20 10:05:36.671187,689,2
2025-01-20 10:05:36.681187,413,0
2025-01-20 10:05:36.691187,290,0
2025-01-20 10:05:36.701187,199,0
2025-01-20 10:05:36.711187,385,0
2025-01-20 10:05:36.721187,274,0
2025-01-20 10:05:36.731187,485,1
2025-01-20 10:05:36.741187,500,1
2025-01-20 10:05:36.751187,608,2
2025-01-20 10:05:36.761187,455,1
2025-01-20 10:05:36.771187,557,1
2025-01-20 10:05:36.781187,448,1
2025-01-20 10:05:36.791187,467,1
2025-01-20 10:05:36.801187,354,0
2025-01-20 10:05:36.811187,396,0
2025-01-20 10:05:36.821187,302,0
2025-01-20 10:05:36.831187,383,0
2025-01-20 10:05:36.841187,354,0
2025-01-20 10:05:36.851187,489,1
2025-01-20 10:05:36.861187,493,1
2025-01-20 10:05:36.871187,731,3
2025-01-20 10:05:36.881187,446,1
2025-01-20 10:05:36.891187,520,1
2025-01-20 10:05:36.901187,356,0
2025-01-20 10:05:36.911187,513,1
2025-01-20 10:05:36.921187,369,0
2025-01-20 10:05:36.931187,486,1
2025-01-20 10:05:36.941187,444,1
2025-01-20 10:05:36.951187,551,1
2025-01-20 10:05:36.961187,494,1
2025-01-20 10:05:36.971187,689,2
2025-01-20 10:05:36.981187,636,2
2025-01-20 10:05:36.991187,613,2
2025-01-20 10:05:37.001187,541,1
2025-01-20 10:05:37.011187,616,2
2025-01-20 10:05:37.021187,534,1
2025-01-20 10:05:37.031187,661,2
2025-01-20 10:05:37.041187,555,1
2025-01-20 10:05:37.051187,719,3
2025-01-20 10:05:37.061187,543,1
2025-01-20 10:05:37.071187,558,1
2025-01-20 10:05:37.081187,514,1
2025-01-20 10:05:37.091187,630,2
2025-01-20 10:05:37.101187,577,1
2025-01-20 10:05:37.111187,641,2
2025-01-20 10:05:37.121187,504,1
2025-01-20 10:05:37.131187,606,1
2025-01-20 10:05:37.141187,550,1
2025-01-20 10:05:37.151187,670,2
2025-01-20 10:05:37.161187,574,1
2025-01-20 10:05:37.171187,636,2
2025-01-20 10:05:37.181187,552,1
2025-01-20 10:05:37.191187,596,1
2025-01-20 10:05:37.201187,443,1
2025-01-20 10:05:37.211187,604,2
2025-01-20 10:05:37.221187,581,1
2025-01-20 10:05:37.231187,700,2
2025-01-20 10:05:37.241187,563,1
2025-01-20 10:05:37.251187,662,2
2025-01-20 10:05:37.261187,612,2
2025-01-20 10:05:37.271187,689,2
2025-01-20 10:05:37.281187,625,2
2025-01-20 10:05:37.291187,707,2
2025-01-20 10:05:37.301187,608,2
2025-01-20 10:05:37.311187,734,3
2025-01-20 10:05:37.321187,588,1
2025-01-20 10:05:37.331187,691,2
2025-01-20 10:05:37.341187,536,1
2025-01-20 10:05:37.351187,561,1
2025-01-20 10:05:37.361187,517,1
2025-01-20 10:05:37.371187,615,2
2025-01-20 10:05:37.381187,511,1
2025-01-20 10:05:37.391187,599,1
2025-01-20 10:05:37.401187,580,1
2025-01-20 10:05:37.411187,575,1
2025-01-20 10:05:37.421187,452,1
2025-01-20 10:05:37.431187,537,1
2025-01-20 10:05:37.441187,464,1
2025-01-20 10:05:37.451187,511,1
2025-01-20 10:05:37.461187,523,1
2025-01-20 10:05:37.471187,529,1
2025-01-20 10:05:37.481187,524,1
2025-01-20 10:05:37.491187,586,1
2025-01-20 10:05:37.501187,589,1
2025-01-20 10:05:37.511187,632,2
2025-01-20 10:05:37.521187,540,1
2025-01-20 10:05:37.531187,530,1
2025-01-20 10:05:37.541187,536,1
2025-01-20 10:05:37.551187,594,1
2025-01-20 10:05:37.561187,506,1
2025-01-20 10:05:37.571187,582,1
2025-01-20 10:05:37.581187,527,1
2025-01-20 10:05:37.591187,606,1
2025-01-20 10:05:37.601187,530,1
2025-01-20 10:05:37.611187,575,1
2025-01-20 10:05:37.621187,519,1
2025-01-20 10:05:37.631187,555,1
2025-01-20 10:05:37.641187,547,1
2025-01-20 10:05:37.651187,608,2
2025-01-20 10:05:37.661187,567,1
2025-01-20 10:05:37.671187,640,2
2025-01-20 10:05:37.681187,539,1
2025-01-20 10:05:37.691187,568,1
2025-01-20 10:05:37.701187,575,1
2025-01-20 10:05:37.711187,662,2
2025-01-20 10:05:37.721187,538,1
2025-01-20 10:05:37.731187,527,1
2025-01-20 10:05:37.741187,585,1
2025-01-20 10:05:37.751187,1018,5
2025-01-20 10:05:37.761187,1018,5
2025-01-20 10:05:37.771187,1018,5
2025-01-20 10:05:37.781187,1018,5
2025-01-20 10:05:37.791187,1018,5
2025-01-20 10:05:37.801187,1018,5
2025-01-20 10:05:37.811187,1018,6
2025-01-20 10:05:37.821187,921,4
2025-01-20 10:05:37.831187,996,5
2025-01-20 10:05:37.841187,830,3
2025-01-20 10:05:37.851187,946,5
2025-01-20 10:05:37.861187,843,3
2025-01-20 10:05:37.871187,798,3
2025-01-20 10:05:37.881187,803,3
2025-01-20 10:05:37.891187,741,3
2025-01-20 10:05:37.901187,811,3
2025-01-20 10:05:37.911187,620,2
2025-01-20 10:05:37.921187,513,1
2025-01-20 10:05:37.931187,643,2
2025-01-20 10:05:37.941187,527,1
2025-01-20 10:05:37.951187,560,1
2025-01-20 10:05:37.961187,609,2
2025-01-20 10:05:37.971187,732,3
2025-01-20 10:05:37.981187,407,0
2025-01-20 10:05:37.991187,533,1
2025-01-20 10:05:38.001187,433,1
2025-01-20 10:05:38.011187,515,1
2025-01-20 10:05:38.021187,535,1
2025-01-20 10:05:38.031187,555,1
2025-01-20 10:05:38.041187,515,1
2025-01-20 10:05:38.051187,607,2
2025-01-20 10:05:38.061187,385,0
2025-01-20 10:05:38.071187,474,1
2025-01-20 10:05:38.081187,287,0
2025-01-20 10:05:38.091187,372,0
2025-01-20 10:05:38.101187,195,0
2025-01-20 10:05:38.111187,367,0
2025-01-20 10:05:38.121187,202,0
2025-01-20 10:05:38.131187,305,0
2025-01-20 10:05:38.141187,198,0
2025-01-20 10:05:38.151187,138,0
2025-01-20 10:05:38.161187,222,0
2025-01-20 10:05:38.171187,185,0
2025-01-20 10:05:38.181187,76,0
2025-01-20 10:05:38.191187,267,0
2025-01-20 10:05:38.201187,236,0
2025-01-20 10:05:38.211187,254,0
2025-01-20 10:05:38.221187,331,0
2025-01-20 10:05:38.231187,483,1
2025-01-20 10:05:38.241187,188,0
2025-01-20 10:05:38.251187,327,0
2025-01-20 10:05:38.261187,179,0
2025-01-20 10:05:38.271187,250,0
2025-01-20 10:05:38.281187,219,0
2025-01-20 10:05:38.291187,126,0
2025-01-20 10:05:38.301187,354,0
2025-01-20 10:05:38.311187,255,0
2025-01-20 10:05:38.321187,166,0
2025-01-20 10:05:38.331187,134,0
2025-01-20 10:05:38.341187,455,1
2025-01-20 10:05:38.351187,397,0
2025-01-20 10:05:38.361187,370,0
2025-01-20 10:05:38.371187,483,1
2025-01-20 10:05:38.381187,380,0
2025-01-20 10:05:38.391187,117,0
2025-01-20 10:05:38.401187,0,0
2025-01-20 10:05:38.411187,0,0
2025-01-20 10:05:38.421187,0,0
2025-01-20 10:05:38.431187,152,0
2025-01-20 10:05:38.441187,104,0
2025-01-20 10:05:38.451187,165,0
2025-01-20 10:05:38.461187,54,0
2025-01-20 10:05:38.471187,177,0
2025-01-20 10:05:38.481187,163,0
2025-01-20 10:05:38.491187,198,0
2025-01-20 10:05:38.501187,402,0
2025-01-20 10:05:38.511187,267,0
2025-01-20 10:05:38.521187,376,0
2025-01-20 10:05:38.531187,499,1
2025-01-20 10:05:38.541187,319,0
2025-01-20 10:05:38.551187,584,1
2025-01-20 10:05:38.561187,592,1
2025-01-20 10:05:38.571187,492,1
2025-01-20 10:05:38.581187,563,1
2025-01-20 10:05:38.591187,642,2
2025-01-20 10:05:38.601187,478,1
2025-01-20 10:05:38.611187,477,1
2025-01-20 10:05:38.621187,503,1
2025-01-20 10:05:38.631187,498,1
2025-01-20 10:05:38.641187,345,0
2025-01-20 10:05:38.651187,470,1
2025-01-20 10:05:38.661187,529,1
2025-01-20 10:05:38.671187,460,1
2025-01-20 10:05:38.681187,444,1
2025-01-20 10:05:38.691187,662,2
2025-01-20 10:05:38.701187,438,1
2025-01-20 10:05:38.711187,613,2
2025-01-20 10:05:38.721187,536,1
2025-01-20 10:05:38.731187,630,2
2025-01-20 10:05:38.741187,608,2
2025-01-20 10:05:38.751187,871,4
2025-01-20 10:05:38.761187,1018,5
2025-01-20 10:05:38.771187,1018,5
2025-01-20 10:05:38.781187,1018,5
2025-01-20 10:05:38.791187,928,4
2025-01-20 10:05:38.801187,1017,5
2025-01-20 10:05:38.811187,638,2
2025-01-20 10:05:38.821187,920,4
2025-01-20 10:05:38.831187,751,3
2025-01-20 10:05:38.841187,797,3
2025-01-20 10:05:38.851187,691,2
2025-01-20 10:05:38.861187,489,1
2025-01-20 10:05:38.871187,728,3
2025-01-20 10:05:38.881187,353,0
2025-01-20 10:05:38.891187,682,2
2025-01-20 10:05:38.901187,460,1
2025-01-20 10:05:38.911187,392,0
2025-01-20 10:05:38.921187,422,0
2025-01-20 10:05:38.931187,527,1
2025-01-20 10:05:38.941187,297,0
2025-01-20 10:05:38.951187,271,0
2025-01-20 10:05:38.961187,307,0
2025-01-20 10:05:38.971187,365,0
2025-01-20 10:05:38.981187,402,0
2025-01-20 10:05:38.991187,311,0
2025-01-20 10:05:39.001187,353,0
2025-01-20 10:05:39.011187,325,0
2025-01-20 10:05:39.021187,163,0
2025-01-20 10:05:39.031187,292,0
2025-01-20 10:05:39.041187,462,1
2025-01-20 10:05:39.051187,515,1
2025-01-20 10:05:39.061187,482,1
2025-01-20 10:05:39.071187,707,2
2025-01-20 10:05:39.081187,687,2
2025-01-20 10:05:39.091187,360,0
2025-01-20 10:05:39.101187,480,1
2025-01-20 10:05:39.111187,461,1
2025-01-20 10:05:39.121187,331,0
2025-01-20 10:05:39.131187,632,2
2025-01-20 10:05:39.141187,476,1
2025-01-20 10:05:39.151187,13,0
2025-01-20 10:05:39.161187,327,0
2025-01-20 10:05:39.171187,0,0
2025-01-20 10:05:39.181187,235,0
2025-01-20 10:05:39.191187,275,0
2025-01-20 10:05:39.201187,111,0
2025-01-20 10:05:39.211187,432,1
2025-01-20 10:05:39.221187,367,0
2025-01-20 10:05:39.231187,222,0
2025-01-20 10:05:39.241187,203,0
2025-01-20 10:05:39.251187,658,2
2025-01-20 10:05:39.261187,426,0
2025-01-20 10:05:39.271187,664,2
2025-01-20 10:05:39.281187,711,2
2025-01-20 10:05:39.291187,245,0
2025-01-20 10:05:39.301187,491,1
2025-01-20 10:05:39.311187,717,3
2025-01-20 10:05:39.321187,590,1
2025-01-20 10:05:39.331187,460,1
2025-01-20 10:05:39.341187,364,0
2025-01-20 10:05:39.351187,542,1
2025-01-20 10:05:39.361187,191,0
2025-01-20 10:05:39.371187,612,2
2025-01-20 10:05:39.381187,498,1
2025-01-20 10:05:39.391187,719,3
2025-01-20 10:05:39.401187,740,3
2025-01-20 10:05:39.411187,439,1
2025-01-20 10:05:39.421187,70,0
2025-01-20 10:05:39.431187,536,1
2025-01-20 10:05:39.441187,156,0
2025-01-20 10:05:39.451187,340,0
2025-01-20 10:05:39.461187,382,0
2025-01-20 10:05:39.471187,417,0
2025-01-20 10:05:39.481187,427,1
2025-01-20 10:05:39.491187,687,2
2025-01-20 10:05:39.501187,358,0
2025-01-20 10:05:39.511187,600,1
2025-01-20 10:05:39.521187,565,1
2025-01-20 10:05:39.531187,585,1
2025-01-20 10:05:39.541187,614,2
2025-01-20 10:05:39.551187,399,0
2025-01-20 10:05:39.561187,636,2
2025-01-20 10:05:39.571187,667,2
2025-01-20 10:05:39.581187,970,5
2025-01-20 10:05:39.591187,595,1
2025-01-20 10:05:39.601187,753,3
2025-01-20 10:05:39.611187,776,3
2025-01-20 10:05:39.621187,549,1
2025-01-20 10:05:39.631187,891,4
2025-01-20 10:05:39.641187,565,1
2025-01-20 10:05:39.651187,709,2
2025-01-20 10:05:39.661187,243,0
2025-01-20 10:05:39.671187,1018,6
2025-01-20 10:05:39.681187,165,0
2025-01-20 10:05:39.691187,849,3
2025-01-20 10:05:39.701187,341,0
2025-01-20 10:05:39.711187,928,4
2025-01-20 10:05:39.721187,0,0
2025-01-20 10:05:39.731187,1018,5
2025-01-20 10:05:39.741187,455,1
2025-01-20 10:05:39.751187,622,2
2025-01-20 10:05:39.761187,704,2
2025-01-20 10:05:39.771187,489,1
2025-01-20 10:05:39.781187,472,1
2025-01-20 10:05:39.791187,320,0
2025-01-20 10:05:39.801187,623,2
2025-01-20 10:05:39.811187,628,2
2025-01-20 10:05:39.821187,922,4
2025-01-20 10:05:39.831187,893,4
2025-01-20 10:05:39.841187,992,5
2025-01-20 10:05:39.851187,840,3
2025-01-20 10:05:39.861187,809,3
2025-01-20 10:05:39.871187,618,2
2025-01-20 10:05:39.881187,796,3
2025-01-20 10:05:39.891187,539,1
2025-01-20 10:05:39.901187,876,4
2025-01-20 10:05:39.911187,410,0
2025-01-20 10:05:39.921187,818,3
2025-01-20 10:05:39.931187,1018,6
2025-01-20 10:05:39.941187,1018,6
2025-01-20 10:05:39.951187,1018,6
2025-01-20 10:05:39.961187,1018,6
2025-01-20 10:05:39.971187,1018,5
2025-01-20 10:05:39.981187,1018,6
2025-01-20 10:05:39.991187,980,5
2025-01-20 10:05:40.001187,927,4
2025-01-20 10:05:40.011187,1018,6
2025-01-20 10:05:40.021187,940,4
2025-01-20 10:05:40.031187,667,2
2025-01-20 10:05:40.041187,736,3
2025-01-20 10:05:40.051187,946,5
2025-01-20 10:05:40.061187,733,3
2025-01-20 10:05:40.071187,704,2
2025-01-20 10:05:40.081187,691,2
2025-01-20 10:05:40.091187,600,1
2025-01-20 10:05:40.101187,735,3
2025-01-20 10:05:40.111187,668,2
2025-01-20 10:05:40.121187,502,1
2025-01-20 10:05:40.131187,621,2
2025-01-20 10:05:40.141187,605,2
2025-01-20 10:05:40.151187,756,3
2025-01-20 10:05:40.161187,391,0
2025-01-20 10:05:40.171187,373,0
2025-01-20 10:05:40.181187,662,2
2025-01-20 10:05:40.191187,827,3
2025-01-20 10:05:40.201187,167,0
2025-01-20 10:05:40.211187,413,0
2025-01-20 10:05:40.221187,549,1
2025-01-20 10:05:40.231187,355,0
2025-01-20 10:05:40.241187,336,0
2025-01-20 10:05:40.251187,214,0
2025-01-20 10:05:40.261187,369,0
2025-01-20 10:05:40.271187,255,0
2025-01-20 10:05:40.281187,263,0
2025-01-20 10:05:40.291187,199,0
2025-01-20 10:05:40.301187,579,1
2025-01-20 10:05:40.311187,204,0
2025-01-20 10:05:40.321187,315,0
2025-01-20 10:05:40.331187,305,0
2025-01-20 10:05:40.341187,443,1
2025-01-20 10:05:40.351187,348,0
2025-01-20 10:05:40.361187,316,0
2025-01-20 10:05:40.371187,286,0
2025-01-20 10:05:40.381187,156,0
2025-01-20 10:05:40.391187,0,0
2025-01-20 10:05:40.401187,135,0
2025-01-20 10:05:40.411187,317,0
2025-01-20 10:05:40.421187,97,0
2025-01-20 10:05:40.431187,387,0
2025-01-20 10:05:40.441187,360,0
2025-01-20 10:05:40.451187,451,1
2025-01-20 10:05:40.461187,183,0
2025-01-20 10:05:40.471187,580,1
2025-01-20 10:05:40.481187,347,0
2025-01-20 10:05:40.491187,476,1
2025-01-20 10:05:40.501187,301,0
2025-01-20 10:05:40.511187,418,0
2025-01-20 10:05:40.521187,266,0
2025-01-20 10:05:40.531187,0,0
2025-01-20 10:05:40.541187,241,0
2025-01-20 10:05:40.551187,539,1
2025-01-20 10:05:40.561187,77,0
2025-01-20 10:05:40.571187,278,0
2025-01-20 10:05:40.581187,216,0
2025-01-20 10:05:40.591187,448,1
2025-01-20 10:05:40.601187,289,0
2025-01-20 10:05:40.611187,384,0
2025-01-20 10:05:40.621187,361,0
2025-01-20 10:05:40.631187,333,0
2025-01-20 10:05:40.641187,455,1
2025-01-20 10:05:40.651187,539,1
2025-01-20 10:05:40.661187,403,0
2025-01-20 10:05:40.671187,465,1
2025-01-20 10:05:40.681187,546,1
2025-01-20 10:05:40.691187,282,0
2025-01-20 10:05:40.701187,529,1
2025-01-20 10:05:40.711187,543,1
2025-01-20 10:05:40.721187,415,0
2025-01-20 10:05:40.731187,482,1
2025-01-20 10:05:40.741187,454,1
2025-01-20 10:05:40.751187,591,1
2025-01-20 10:05:40.761187,506,1
2025-01-20 10:05:40.771187,590,1
2025-01-20 10:05:40.781187,354,0
2025-01-20 10:05:40.791187,665,2
2025-01-20 10:05:40.801187,503,1
2025-01-20 10:05:40.811187,120,0
2025-01-20 10:05:40.821187,0,0
2025-01-20 10:05:40.831187,0,0
2025-01-20 10:05:40.841187,117,0
2025-01-20 10:05:40.851187,0,0
2025-01-20 10:05:40.861187,81,0
2025-01-20 10:05:40.871187,231,0
2025-01-20 10:05:40.881187,221,0
2025-01-20 10:05:40.891187,373,0
2025-01-20 10:05:40.901187,0,0
2025-01-20 10:05:40.911187,228,0
2025-01-20 10:05:40.921187,174,0
2025-01-20 10:05:40.931187,227,0
2025-01-20 10:05:40.941187,369,0
2025-01-20 10:05:40.951187,236,0
2025-01-20 10:05:40.961187,305,0
2025-01-20 10:05:40.971187,557,1
2025-01-20 10:05:40.981187,450,1
2025-01-20 10:05:40.991187,380,0
2025-01-20 10:05:41.001187,479,1
2025-01-20 10:05:41.011187,406,0
2025-01-20 10:05:41.021187,1018,6
2025-01-20 10:05:41.031187,583,1
2025-01-20 10:05:41.041187,545,1
2025-01-20 10:05:41.051187,643,2
2025-01-20 10:05:41.061187,630,2
2025-01-20 10:05:41.071187,854,4
2025-01-20 10:05:41.081187,758,3
2025-01-20 10:05:41.091187,741,3
2025-01-20 10:05:41.101187,695,2
2025-01-20 10:05:41.111187,363,0
2025-01-20 10:05:41.121187,225,0
2025-01-20 10:05:41.131187,180,0
2025-01-20 10:05:41.141187,304,0
2025-01-20 10:05:41.151187,290,0
2025-01-20 10:05:41.161187,316,0
2025-01-20 10:05:41.171187,285,0
2025-01-20 10:05:41.181187,513,1
2025-01-20 10:05:41.191187,547,1
2025-01-20 10:05:41.201187,233,0
2025-01-20 10:05:41.211187,500,1
2025-01-20 10:05:41.221187,521,1
2025-01-20 10:05:41.231187,553,1
2025-01-20 10:05:41.241187,434,1
2025-01-20 10:05:41.251187,491,1
2025-01-20 10:05:41.261187,231,0
2025-01-20 10:05:41.271187,350,0
2025-01-20 10:05:41.281187,643,2
2025-01-20 10:05:41.291187,483,1
2025-01-20 10:05:41.301187,524,1
2025-01-20 10:05:41.311187,605,2
2025-01-20 10:05:41.321187,604,2
2025-01-20 10:05:41.331187,490,1
2025-01-20 10:05:41.341187,580,1
2025-01-20 10:05:41.351187,707,2
2025-01-20 10:05:41.361187,679,2
2025-01-20 10:05:41.371187,626,2
2025-01-20 10:05:41.381187,654,2
2025-01-20 10:05:41.391187,939,4
2025-01-20 10:05:41.401187,960,5
2025-01-20 10:05:41.411187,1018,5
2025-01-20 10:05:41.421187,1018,6
2025-01-20 10:05:41.431187,1018,6
2025-01-20 10:05:41.441187,1018,6
2025-01-20 10:05:41.451187,1018,5
2025-01-20 10:05:41.461187,1018,6
2025-01-20 10:05:41.471187,1018,6
2025-01-20 10:05:41.481187,946,5
2025-01-20 10:05:41.491187,928,4
2025-01-20 10:05:41.501187,1018,6
2025-01-20 10:05:41.511187,634,2
2025-01-20 10:05:41.521187,947,5
2025-01-20 10:05:41.531187,560,1
2025-01-20 10:05:41.541187,569,1
2025-01-20 10:05:41.551187,733,3
2025-01-20 10:05:41.561187,743,3
2025-01-20 10:05:41.571187,469,1
2025-01-20 10:05:41.581187,667,2
2025-01-20 10:05:41.591187,377,0
2025-01-20 10:05:41.601187,594,1
2025-01-20 10:05:41.611187,74,0
2025-01-20 10:05:41.621187,571,1
2025-01-20 10:05:41.631187,476,1
2025-01-20 10:05:41.641187,306,0
2025-01-20 10:05:41.651187,143,0
2025-01-20 10:05:41.661187,396,0
2025-01-20 10:05:41.671187,528,1
2025-01-20 10:05:41.681187,477,1
2025-01-20 10:05:41.691187,477,1
2025-01-20 10:05:41.701187,625,2
2025-01-20 10:05:41.711187,73,0
2025-01-20 10:05:41.721187,0,0
2025-01-20 10:05:41.731187,0,0
2025-01-20 10:05:41.741187,0,0
2025-01-20 10:05:41.751187,0,0
2025-01-20 10:05:41.761187,0,0
2025-01-20 10:05:41.771187,0,0
2025-01-20 10:05:41.781187,0,0
2025-01-20 10:05:41.791187,0,0
2025-01-20 10:05:41.801187,0,0
2025-01-20 10:05:41.811187,190,0
2025-01-20 10:05:41.821187,222,0
2025-01-20 10:05:41.831187,66,0
2025-01-20 10:05:41.841187,249,0
2025-01-20 10:05:41.851187,313,0
2025-01-20 10:05:41.861187,219,0
2025-01-20 10:05:41.871187,0,0
2025-01-20 10:05:41.881187,161,0
2025-01-20 10:05:41.891187,242,0
2025-01-20 10:05:41.901187,165,0
